Time,Temp C,well,value,na,na_conc,chem,chem_conc,date,construct,system
0.008333333333333333,36.9,B18,1144,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.09166666666666666,37.0,B18,1766,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.175,37.0,B18,1811,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.25833333333333336,37.0,B18,1834,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.3416666666666667,37.0,B18,1765,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.425,37.0,B18,1778,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.5083333333333333,37.0,B18,1769,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.5916666666666667,37.0,B18,1774,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.675,37.0,B18,1739,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.7583333333333333,37.0,B18,1782,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.8416666666666667,37.0,B18,1740,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
0.925,37.0,B18,1774,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.0083333333333333,37.0,B18,1733,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.0916666666666666,37.0,B18,1756,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.175,37.0,B18,1766,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.2583333333333333,37.0,B18,1726,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.3416666666666666,37.0,B18,1782,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.425,37.0,B18,1771,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.5083333333333333,37.0,B18,1784,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.5916666666666666,37.0,B18,1734,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.675,37.0,B18,1738,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.7583333333333333,37.0,B18,1759,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.8416666666666666,37.0,B18,1724,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
1.925,37.0,B18,1767,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.0083333333333333,37.0,B18,1793,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.091666666666667,37.0,B18,1740,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.175,37.0,B18,1732,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.2583333333333333,37.0,B18,1761,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.341666666666667,37.0,B18,1721,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.425,37.0,B18,1753,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.5083333333333333,37.0,B18,1750,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.591666666666667,37.0,B18,1773,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.675,37.0,B18,1739,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.7583333333333333,37.0,B18,1737,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.841666666666667,37.0,B18,1762,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
2.925,37.0,B18,1757,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.0083333333333333,37.0,B18,1751,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.091666666666667,37.0,B18,1708,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.175,37.0,B18,1739,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.2583333333333333,37.0,B18,1747,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.341666666666667,37.0,B18,1749,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.425,37.0,B18,1777,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.5083333333333333,37.0,B18,1714,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.591666666666667,37.0,B18,1768,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.675,37.0,B18,1746,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.7583333333333333,37.0,B18,1721,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.841666666666667,37.0,B18,1729,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
3.925,37.0,B18,1716,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.008333333333334,37.0,B18,1706,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.091666666666667,36.9,B18,1708,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.175,37.0,B18,1748,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.258333333333334,37.0,B18,1715,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.341666666666667,37.0,B18,1733,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.425,37.0,B18,1719,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.508333333333334,37.1,B18,1719,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.591666666666667,37.0,B18,1727,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.675,37.0,B18,1710,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.758333333333334,37.0,B18,1744,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.841666666666667,37.0,B18,1771,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
4.925,37.0,B18,1724,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.008333333333334,37.0,B18,1718,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.091666666666667,37.0,B18,1748,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.175,37.0,B18,1733,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.258333333333334,37.0,B18,1753,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.341666666666667,37.0,B18,1734,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.425,37.0,B18,1743,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.508333333333334,37.0,B18,1708,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.591666666666667,37.0,B18,1740,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.675,37.0,B18,1762,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.758333333333334,37.0,B18,1698,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.841666666666667,37.0,B18,1724,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
5.925,37.0,B18,1731,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.008333333333334,37.0,B18,1726,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.091666666666667,37.1,B18,1727,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.175,37.0,B18,1703,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.258333333333334,37.0,B18,1743,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.341666666666667,37.0,B18,1746,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.425,37.0,B18,1737,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.508333333333334,37.0,B18,1735,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.591666666666667,37.0,B18,1728,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.675,37.0,B18,1715,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.758333333333334,37.0,B18,1739,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.841666666666667,37.0,B18,1701,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
6.925,37.0,B18,1724,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.008333333333334,36.9,B18,1731,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.091666666666667,37.0,B18,1738,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.175,37.0,B18,1728,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.258333333333334,37.0,B18,1750,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.341666666666667,37.0,B18,1728,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.425,37.0,B18,1677,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.508333333333334,37.0,B18,1696,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
7.591666666666667,37.0,B18,1719,,,snarf-5f,10uM,2023.09.09,9.51,snarf-5f
