Time,Temp C,well,value,na,na_conc,chem,chem_conc,date,construct,system
9.675,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
9.758333333333333,37.0,B19,46,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
9.841666666666667,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
9.925,37.0,B19,47,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.008333333333333,37.0,B19,48,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.091666666666667,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.175,37.0,B19,43,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.258333333333333,37.0,B19,48,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.341666666666667,37.0,B19,49,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.425,37.0,B19,51,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.508333333333333,37.0,B19,47,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.591666666666667,37.0,B19,46,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.675,37.0,B19,43,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.758333333333333,37.0,B19,47,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.841666666666667,37.0,B19,49,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
10.925,37.0,B19,47,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.008333333333333,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.091666666666667,37.0,B19,43,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.175,37.0,B19,46,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.258333333333333,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.341666666666667,37.0,B19,44,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.425,37.0,B19,42,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.508333333333333,37.0,B19,41,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.591666666666667,37.0,B19,46,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.675,37.0,B19,48,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.758333333333333,37.0,B19,46,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.841666666666667,37.0,B19,48,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
11.925,37.0,B19,53,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
12.008333333333333,37.0,B19,49,,,snarf-5f,10uM,2023.09.09,9.04,snarf-5f
0.008333333333333333,37.0,B20,33,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
0.09166666666666666,37.0,B20,34,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
0.175,37.0,B20,33,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
0.25833333333333336,37.0,B20,29,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
0.3416666666666667,37.0,B20,45,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
0.425,37.0,B20,28,,,snarf-5f,10uM,2023.09.09,8.07,snarf-5f
