,MGapt,DTT,MGapt_altered,mgapt,MGdye,time,Measured
0,0.387,1000.0,0.47300000000000003,0.0,9.14,0.0,0.45795
1,0.22692120556626974,908.6463795430175,0.6329606713776627,7.829750604159497e-05,9.140118123056077,300.0,0.32186530627291915
2,0.14051189438055098,825.6942051668666,0.7192973185121038,9.791549832431888e-05,9.14019078710736,600.0,0.24840649215736654
3,0.09169350302161601,750.3430960596369,0.768034602831552,0.00011505841255016933,9.140271894146867,900.0,0.2068986934463488
4,0.06298890171376408,681.8832462017086,0.7966490246732107,0.00013131342710232975,9.14036207361296,1200.0,0.18248625541474567
5,0.045526944081866555,619.6777443726086,0.8140109866850249,0.00014764225814964616,9.140462069233047,1500.0,0.16762859208462028
6,0.034608919913320074,563.1517240274904,0.8248184027243406,0.00016461628361378342,9.140572677362256,1800.0,0.15833168032197115
7,0.027647760016216473,511.78475091110244,0.8316574259576754,0.00018263747762075038,9.140694814025997,2100.0,0.1523963739098678
8,0.023168135580870493,465.1049105045064,0.8360023530243721,0.0002020139769450039,9.140829511394626,2400.0,0.1485684885345263
9,0.020301563859189006,422.68390390751756,0.8387205127559276,0.0002230066581100735,9.14097792338468,2700.0,0.14610964077257815
10,0.01852215977051009,384.13281926966505,0.8403365087230418,0.0002458549724238066,9.141141331506105,3000.0,0.14457263607896634
11,0.01750358631561702,349.09840390598055,0.8411752619075755,0.00027079167046743357,9.141321151776316,3300.0,0.14367987560175335
12,0.01703915523050389,317.25973612667815,0.841441900322773,0.0002980533073152912,9.141518944446114,3600.0,0.14325544027891984
13,0.016995966489667114,288.325233268393,0.8412676083450977,0.0003278869217696124,9.141736425164671,3900.0,0.14318610774143176
14,0.01728781361021943,262.0299499458539,0.840736712108699,0.00036055328937316866,9.141975474280247,4200.0,0.14339832042652428
15,0.01785886841824237,238.1331334887824,0.8399029757575551,0.0003963328047443691,9.14223815582451,4500.0,0.14384431478187565
16,0.018673530943937942,216.41600744767766,0.8387997633886072,0.0004355097193274455,9.142526705668574,4800.0,0.14449349545222903
17,0.01971011832692176,196.67976186261998,0.8374462960121535,0.00047840692317791894,9.142843585662398,5100.0,0.1453270627287448
18,0.020956766277739125,178.74372794019658,0.8358517335582981,0.0005253901862551163,9.14319150016571,5400.0,0.14633452631148383
19,0.022408777014522444,162.44372083054586,0.8340178727969385,0.0005768087321653356,9.143573350189712,5700.0,0.14751145793406323
20,0.02406688878726004,147.63053608161465,0.8319407764469694,0.0006330771149645099,9.143992334766688,6000.0,0.14885800525430545
