,MGapt,DTT,MGapt_altered,mgapt,MGdye,time,Measured
0,0.1845,1000.0,0.2255,0.0,9.59,0.0,0.218325
1,0.1725056689484794,988.8415583032382,0.23746883175956587,2.3833940595593194e-05,9.590025499291961,36.03002502085071,0.2081259937124143
2,0.16142098241903532,977.8083740714807,0.24855035655177277,2.5227629442181283e-05,9.5900286610292,72.06005004170142,0.19870353590180123
3,0.1511693471037676,966.8990000147706,0.25879878890597063,2.6564202423448526e-05,9.590031863990271,108.09007506255213,0.18998916543966318
4,0.1416812731136942,956.1119870463656,0.26828361786881216,2.7848440390940564e-05,9.590035109017501,144.12010008340283,0.181923815794016
5,0.1328935396260395,945.4459084104685,0.2770680634842481,2.908473371001902e-05,9.59003839688972,180.15012510425353,0.17445374914867673
6,0.12474865582392536,934.8993589346196,0.2852096158488669,3.0277110357595216e-05,9.590041728327217,216.18015012510426,0.1675300982012554
7,0.1171942939779492,924.4709542568587,0.29276060202191256,3.142926963490208e-05,9.590045104000145,252.21017514595496,0.16110838428123608
8,0.11018276572376473,914.1593300504784,0.299768709740158,3.2544613470025205e-05,9.590048524536087,288.24020016680566,0.15514807218478843
9,0.10367061080181324,903.9631414024707,0.3062773986690441,3.3626274462263666e-05,9.590051990529151,324.27022518765637,0.14961222060216983
10,0.09761818134413944,893.881062184359,0.3123263161216806,3.467712927263359e-05,9.590055502534192,360.30025020850707,0.14446712876239154
11,0.09198927206116933,883.9117844713427,0.3179516668480429,3.569984024962457e-05,9.590059061090798,396.33027522935777,0.13968202208837577
12,0.08675080226829639,874.0540180229874,0.32318653102516925,3.6696853857016155e-05,9.590062666706547,432.3603002502085,0.13522878192207177
13,0.0818725291091991,864.3064898027465,0.32806115101147404,3.767043697476866e-05,9.59006631987934,468.3903252710592,0.1310817017609202
14,0.0773267829487942,854.6679435233052,0.33260319596386506,3.8622679827485366e-05,9.590070021087353,504.4203502919099,0.12721726234337397
15,0.07308822946996586,845.1371392229216,0.3368379997313418,3.955551768670464e-05,9.590073770798705,540.4503753127606,0.12361392942966713
16,0.06913365357703397,835.7128528677255,0.3407887769573747,4.047073583153004e-05,9.590077569465606,576.4804003336113,0.12025197012064018
17,0.06544176935272303,826.393875985574,0.34447681309461164,4.137000773727994e-05,9.59008141755268,612.5104253544621,0.11711329131691478
18,0.06199304829496902,817.1790153221484,0.34792163622138145,4.225485040340852e-05,9.590085315483666,648.5404503753127,0.11418129372817623
19,0.05876956208421841,808.067092515152,0.351141174177374,4.312673070079862e-05,9.590089263738424,684.5704753961635,0.11144073821082451
20,0.05575484001530311,799.056943786368,0.3541518972655013,4.3986937518803166e-05,9.590093262719213,720.6005004170141,0.1088776246051283
21,0.05293373975730074,790.147419650504,0.3569689473715379,4.483671128406317e-05,9.59009731287118,756.6305254378649,0.10647908186303143
22,0.050292331253478255,781.3373846404594,0.3596062540049376,4.5677309161853084e-05,9.5901014147416,792.6605504587155,0.1042332693542189
23,0.04781779190506963,772.6257170464032,0.3620766396623737,4.650945681909617e-05,9.59010556843258,828.6905754795663,0.10212928785442568
24,0.045498311454848624,764.0113086696027,0.3643919133855494,4.73349424541401e-05,9.590109775159599,864.720600500417,0.10015709846268103
25,0.04332300447397509,755.493064581416,0.3665629613534201,4.815348138768588e-05,9.59011403417262,900.7506255212677,0.0983074486769881
26,0.041281831411023324,747.0699029011681,0.368599821584806,4.89670287055483e-05,9.590118347004525,936.7806505421185,0.09657180464874422
27,0.03936552751088141,738.7407545764175,0.37051175869849834,4.9776073338384986e-05,9.590122713791061,972.8106755629691,0.09494229131565615
28,0.037565537828225734,730.504563176872,0.37230732739938605,5.058116149307997e-05,9.590127134772699,1008.8407005838199,0.09341163693813365
29,0.03587395786446884,722.3602846945746,0.3739944317777596,5.138295726332885e-05,9.59013161035806,1044.8707256046705,0.09197312263113278
30,0.03428348075504537,714.3068873538513,0.3755803775950809,5.218275970341351e-05,9.59013614165029,1080.9007506255211,0.0906205373943075
31,0.032787347519362436,706.3433514236955,0.3770719236732468,5.2980865995583136e-05,9.590140728807738,1116.930775646372,0.08934813607034946
32,0.03137930191723962,698.4686690391771,0.3784753263363952,5.3777306846054455e-05,9.590145371746694,1152.9608006672227,0.08815060086769891
33,0.030053550379892345,690.6818440311004,0.37979637803301686,5.457327357464756e-05,9.590150071587564,1188.9908256880733,0.08702300708484487
34,0.02880472160992858,682.9818917523303,0.3810404492593282,5.53695911499151e-05,9.590154829131507,1225.0208507089242,0.08596078899882781
35,0.027627837814016624,675.3678389220827,0.3822125183509194,5.6165668483327106e-05,9.590159643835579,1261.0508757297748,0.08495971556665453
36,0.026518280822829796,667.8387234680822,0.3833172019077804,5.6963077263684345e-05,9.590164517269967,1297.0809007506255,0.08401586110899685
37,0.025471764341195646,660.3935943704912,0.38435878601141255,5.77619274800465e-05,9.590169449648029,1333.110925771476,0.08312558224290753
38,0.024484306861443764,653.0315115125641,0.38534125195010116,5.8562307232961625e-05,9.590174441188902,1369.140950792327,0.08228549465395893
39,0.023552209355374134,645.7515455386525,0.3862682980802947,5.936478356479117e-05,9.590179492564836,1405.1709758131776,0.08149245406741834
40,0.022672033682433815,638.5527777123413,0.3871433616967928,6.0170010377500334e-05,9.590184604621319,1441.2010008340283,0.08074353793695273
41,0.021840579328350724,631.4342997723015,0.3879696427449908,6.097835589133888e-05,9.590189777927211,1477.2310258548791,0.08003602574009934
42,0.02105486833262763,624.3952138021884,0.3887501193351301,6.178942683022747e-05,9.590195012332574,1513.2610508757298,0.07936738623289714
