Time,Temp C,well,value,na,na_conc,dtt_added,date,construct,system,repeat,gfp_max,mgapt_max,ratio
325.05,37.0,G2,33148,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
328.05,37.0,G2,32821,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
331.05,37.0,G2,33260,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
334.05,37.0,G2,32949,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
337.05,37.0,G2,32961,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
340.05,37.0,G2,33036,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
343.05,37.0,G2,33000,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
346.05,37.0,G2,32924,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
349.05,37.0,G2,32633,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
352.05,37.0,G2,32908,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
355.05,37.0,G2,32888,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
358.05,37.0,G2,33202,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
361.05,37.0,G2,32830,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
364.05,37.0,G2,32902,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
367.05,37.0,G2,33155,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
370.05,37.0,G2,33043,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
373.05,37.0,G2,32944,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
376.05,37.0,G2,32661,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
379.05,37.0,G2,32815,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
382.05,37.0,G2,32794,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
385.05,37.0,G2,32945,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
388.05,37.0,G2,33050,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
391.05,37.0,G2,32983,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
394.05,37.0,G2,32822,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
397.05,37.0,G2,32830,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
400.05,37.0,G2,33085,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
403.05,37.0,G2,32629,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
406.05,37.0,G2,32657,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
409.05,37.0,G2,32606,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
412.05,37.0,G2,32921,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
415.05,37.0,G2,32732,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
418.05,37.0,G2,32877,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
421.05,37.0,G2,32890,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
424.05,37.0,G2,32786,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
427.05,37.0,G2,32992,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
430.05,37.0,G2,32672,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
433.05,37.0,G2,32359,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
436.05,37.0,G2,32605,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
439.05,37.0,G2,32623,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
442.05,37.0,G2,32759,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
445.05,37.0,G2,32945,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
448.05,37.0,G2,32397,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
451.05,37.0,G2,32769,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
454.05,37.0,G2,32788,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
457.05,37.0,G2,32868,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
460.05,37.0,G2,32842,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
463.05,37.0,G2,32576,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
466.05,37.0,G2,32702,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
469.05,37.0,G2,32856,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
472.05,37.0,G2,32533,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
475.05,37.0,G2,32387,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
478.05,37.0,G2,32639,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
481.05,37.0,G2,32664,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
484.05,37.0,G2,32832,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
487.05,37.0,G2,32534,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
490.05,37.0,G2,32499,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
493.05,37.0,G2,32887,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
496.05,37.0,G2,32544,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
499.05,37.0,G2,32722,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
502.05,37.0,G2,32757,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
505.05,37.0,G2,32525,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
508.05,37.0,G2,32474,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
511.05,37.0,G2,32623,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
514.05,37.0,G2,32785,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
517.05,37.0,G2,32243,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
520.05,37.0,G2,32715,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
523.05,37.0,G2,32478,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
526.05,37.0,G2,32582,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
529.05,37.0,G2,32229,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
532.05,37.0,G2,32056,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
535.05,37.0,G2,32813,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
538.05,37.0,G2,32629,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
541.05,37.0,G2,32459,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
544.05,37.0,G2,32094,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
547.05,37.0,G2,32630,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
550.05,37.0,G2,32884,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
553.05,37.0,G2,32617,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
556.05,37.0,G2,32752,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
559.05,37.0,G2,32570,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
562.05,37.0,G2,32537,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
565.05,37.0,G2,32290,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
568.05,37.0,G2,32502,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
571.05,37.0,G2,32447,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
574.05,37.0,G2,32045,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
577.05,37.0,G2,32477,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
580.05,37.0,G2,32861,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
583.05,37.0,G2,32133,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
586.05,37.0,G2,32331,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
589.05,37.0,G2,32698,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
592.05,37.0,G2,32212,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
595.05,37.0,G2,32290,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
598.05,37.0,G2,32464,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
601.05,37.0,G2,32851,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
604.05,37.0,G2,32531,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
607.05,37.0,G2,32663,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
610.05,37.0,G2,32710,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
613.05,37.0,G2,32349,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
616.05,37.0,G2,32307,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
619.05,37.0,G2,32278,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
622.05,37.0,G2,32413,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
625.05,37.0,G2,32263,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
628.05,37.0,G2,32281,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
631.05,37.0,G2,32340,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
634.05,37.0,G2,32747,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
637.05,37.0,G2,32738,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
640.05,37.0,G2,32367,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
643.05,37.0,G2,32550,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
646.05,37.0,G2,32411,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
649.05,37.0,G2,32386,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
652.05,37.0,G2,32323,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
655.05,37.0,G2,31982,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
658.05,37.0,G2,32291,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
661.05,37.0,G2,32424,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
664.05,36.9,G2,32212,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
667.05,37.0,G2,32601,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
670.05,37.0,G2,32445,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
673.05,37.0,G2,32141,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
676.05,37.0,G2,32370,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
679.05,37.0,G2,32253,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
682.05,37.0,G2,32682,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
685.05,37.0,G2,32295,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
688.05,37.0,G2,31984,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
691.05,37.0,G2,32561,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
694.05,37.0,G2,32667,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
697.05,37.0,G2,32111,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
700.05,37.0,G2,32040,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
703.05,37.0,G2,32055,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
706.05,37.0,G2,32218,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
709.05,37.0,G2,32322,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
712.05,37.0,G2,32346,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
715.05,37.0,G2,31893,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
718.05,37.0,G2,32099,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
721.05,37.0,G2,32390,dna,4.93,0.0,2024.01.20,MGapt-deGFP,PURExpress,R2,34012.0,50308.0,0.6760753756857756
1.05,37.0,G3,17,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
4.05,37.0,G3,17,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
7.05,37.0,G3,23,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
10.05,37.0,G3,49,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
13.05,37.0,G3,133,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
16.05,37.0,G3,313,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
19.05,37.0,G3,610,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
22.05,37.0,G3,1077,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
25.05,37.0,G3,1672,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
28.05,37.0,G3,2419,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
31.05,37.0,G3,3325,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
34.05,37.0,G3,4300,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
37.05,37.0,G3,5409,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
40.05,37.0,G3,6532,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
43.05,37.0,G3,7670,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
46.05,37.0,G3,8937,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
49.05,37.0,G3,10132,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
52.05,37.0,G3,11350,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
55.05,37.0,G3,12632,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
58.05,37.0,G3,13903,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
61.05,37.0,G3,15181,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
64.05,37.0,G3,16621,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
67.05,37.0,G3,17572,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
70.05,37.0,G3,18917,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
73.05,37.0,G3,20212,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
76.05,36.9,G3,21280,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
79.05,37.0,G3,22575,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
82.05,37.0,G3,23805,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
85.05,37.0,G3,24993,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
88.05,37.0,G3,25463,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
91.05,37.0,G3,26551,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
94.05,37.0,G3,27465,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
97.05,37.0,G3,28179,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
100.05,37.0,G3,29062,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
103.05,37.0,G3,29401,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
106.05,37.0,G3,29939,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
109.05,37.0,G3,30429,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
112.05,37.0,G3,30748,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
115.05,37.0,G3,31064,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
118.05,37.0,G3,30857,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
121.05,37.0,G3,31489,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
124.05,37.0,G3,31520,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
127.05,37.0,G3,31434,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
130.05,37.0,G3,31099,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
133.05,37.0,G3,31828,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
136.05,37.0,G3,31502,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
139.05,37.0,G3,31371,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
142.05,37.0,G3,31559,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
145.05,37.0,G3,31612,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
148.05,37.0,G3,31444,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
151.05,37.0,G3,31438,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
154.05,37.0,G3,31473,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
157.05,37.0,G3,31362,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
160.05,37.0,G3,31211,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
163.05,37.0,G3,31256,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
166.05,37.0,G3,31549,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
169.05,37.0,G3,31393,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
172.05,37.0,G3,31735,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
175.05,37.0,G3,31556,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
178.05,37.0,G3,31768,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
181.05,37.0,G3,31551,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
184.05,37.0,G3,31252,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
187.05,37.0,G3,31666,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
190.05,37.0,G3,31283,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
193.05,37.0,G3,31107,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
196.05,36.9,G3,31798,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
199.05,37.0,G3,31282,dna,4.93,1.0,2024.01.20,MGapt-deGFP,PURExpress,R2,31943.0,46856.0,0.681726993341301
